"trt","plot","depth","Mg.ha.day","year","block"
"P","31","15",0.00158291605942034,2009,"3"
"P","31","30",0.000474312204811116,2009,"3"
"P","31","60",0.000685503639738701,2009,"3"
"P","31","100",0.000227538290274398,2009,"3"
"P","46","5",0.00618674827034062,2009,"4"
"P","46","15",0.00181309834534071,2009,"4"
"P","46","30",0.000429340819432092,2009,"4"
"P","46","60",0.000819757910829283,2009,"4"
"P","46","100",0.000331810475773637,2009,"4"
"PF","15","5",0.00323473602128538,2009,"1"
"PF","15","15",0.000780339477800022,2009,"1"
"PF","15","30",0.000241703828718477,2009,"1"
"PF","15","60",0.000292112233292683,2009,"1"
"PF","15","100",0.000238318122799171,2009,"1"
"PF","23","5",0.00301532175290178,2009,"2"
"PF","23","15",0.000834564817770548,2009,"2"
"PF","23","30",0.00029241855326118,2009,"2"
"PF","23","60",0.000438292906907267,2009,"2"
"PF","23","100",0.000185834573198567,2009,"2"
"PF","32","5",0.00313322135715056,2009,"3"
"PF","32","15",0.0011380452723056,2009,"3"
"PF","32","30",0.000366168306901174,2009,"3"
"PF","32","60",0.000395900133996462,2009,"3"
"PF","32","100",0.000234993509285042,2009,"3"
"PF","41","5",0.00322629226470761,2009,"4"
"PF","41","15",0.000710269866008912,2009,"4"
"PF","41","30",0.000245897233202057,2009,"4"
"PF","41","60",0.000296798854130774,2009,"4"
"PF","41","100",0.000188032454487938,2009,"4"
"SC","11","5",0.000160738997332611,2009,"1"
"SC","11","15",8.6017138113937e-05,2009,"1"
"SC","11","30",4.50788158193432e-05,2009,"1"
"SC","11","60",8.97459015540003e-05,2009,"1"
"SC","11","100",8.57390436777024e-05,2009,"1"
"SC","26","5",0.000134172771368086,2009,"2"
"SC","26","15",9.27011126000972e-05,2009,"2"
"SC","26","30",4.48453063676784e-05,2009,"2"
"SC","26","60",8.27050310876354e-05,2009,"2"
"SC","26","100",9.01320002907102e-05,2009,"2"
"SC","33","5",0.000142289890493373,2009,"3"
"SC","33","15",0.000111724965871932,2009,"3"
"SC","33","30",5.41582316175452e-05,2009,"3"
"SC","33","60",9.45967371272784e-05,2009,"3"
"SC","33","100",0.000106073736017224,2009,"3"
"SC","44","5",0.000127733425597828,2009,"4"
"SC","44","15",8.48216517569659e-05,2009,"4"
"SC","44","30",5.24050438791973e-05,2009,"4"
"SC","44","60",8.92328271078802e-05,2009,"4"
"SC","44","100",9.0172867938285e-05,2009,"4"
