"trt","plot","depth","Mg.ha.day","year","block"
"CC","12","5",2.71170529858464e-06,2013,"1"
"CC","12","15",4.79352248837378e-05,2013,"1"
"CC","12","30",0.000426900330502885,2013,"1"
"CC","12","60",0.000408013760835426,2013,"1"
"CC","12","100",0.000414885008181841,2013,"1"
"CC","21","5",2.65511092272772e-06,2013,"2"
"CC","21","15",5.24212464950153e-05,2013,"2"
"CC","21","30",0.000391115735674895,2013,"2"
"CC","21","60",0.000404994943306609,2013,"2"
"CC","21","100",0.000444502592229038,2013,"2"
"CC","35","5",2.63335403620415e-06,2013,"3"
"CC","35","15",5.51616076615404e-05,2013,"3"
"CC","35","30",0.00041871727025049,2013,"3"
"CC","35","60",0.000378820631905687,2013,"3"
"CC","35","100",0.000419366440916509,2013,"3"
"CC","43","5",2.45264701164837e-06,2013,"4"
"CC","43","15",4.90446246356003e-05,2013,"4"
"CC","43","30",0.000417705145817803,2013,"4"
"CC","43","60",0.000445035174342424,2013,"4"
"CC","43","100",0.000534720192888764,2013,"4"
"CCW","14","5",2.47371705613054e-06,2013,"1"
"CCW","14","15",7.02535061772694e-05,2013,"1"
"CCW","14","30",0.000471244066572131,2013,"1"
"CCW","14","60",0.00042298663696159,2013,"1"
"CCW","14","100",0.00047964043595833,2013,"1"
"CCW","25","5",2.4484052436741e-06,2013,"2"
"CCW","25","15",6.88677876259719e-05,2013,"2"
"CCW","25","30",0.00054876354745343,2013,"2"
"CCW","25","60",0.000501230262216591,2013,"2"
"CCW","25","100",0.000577835149698422,2013,"2"
"CCW","36","5",2.11866100111782e-06,2013,"3"
"CCW","36","15",0.000102431180454112,2013,"3"
"CCW","36","30",0.000580301346094755,2013,"3"
"CCW","36","60",0.0004678280639901,2013,"3"
"CCW","36","100",0.000379370596224077,2013,"3"
"CCW","42","5",2.44313835292206e-06,2013,"4"
"CCW","42","15",6.91031810425192e-05,2013,"4"
"CCW","42","30",0.000426510609245086,2013,"4"
"CCW","42","60",0.000442585650844048,2013,"4"
"CCW","42","100",0.000507967624098296,2013,"4"
"CS","16","5",2.96769981570971e-06,2013,"1"
"CS","16","15",4.01876635156776e-05,2013,"1"
"CS","16","30",0.000269635551191447,2013,"1"
"CS","16","60",0.000255959601327041,2013,"1"
"CS","16","100",0.000337324821094876,2013,"1"
"CS","22","5",2.79688900617721e-06,2013,"2"
"CS","22","15",3.59839700713115e-05,2013,"2"
"CS","22","30",0.000307966597913565,2013,"2"
"CS","22","60",0.000250147133486254,2013,"2"
"CS","22","100",0.000399696715575754,2013,"2"
"CS","34","5",2.99107636889591e-06,2013,"3"
"CS","34","15",2.77421981693273e-05,2013,"3"
"CS","34","30",0.000262413806883723,2013,"3"
"CS","34","60",0.000218015569994701,2013,"3"
"CS","34","100",0.000306506716210137,2013,"3"
"CS","45","5",2.85871317525289e-06,2013,"4"
"CS","45","15",3.69647999481645e-05,2013,"4"
"CS","45","30",0.000274278029433742,2013,"4"
"CS","45","60",0.000256940304427563,2013,"4"
"CS","45","100",0.000273395754469211,2013,"4"
"P","13","5",1.4675304708136e-09,2013,"1"
"P","13","15",0.000240638323218776,2013,"1"
"P","13","30",0.000838495859149133,2013,"1"
"P","13","60",9.17823448233625e-05,2013,"1"
"P","13","100",0.000897212715954713,2013,"1"
"P","24","5",1.5401044821509e-09,2013,"2"
"P","24","15",0.000263081637326618,2013,"2"
"P","24","30",0.00085346796952319,2013,"2"
"P","24","60",0.000250347393928331,2013,"2"
"P","24","100",0.000798660859296726,2013,"2"
"P","31","5",1.49994448462464e-09,2013,"3"
"P","31","15",0.000271435507761875,2013,"3"
"P","31","30",0.000889774774378618,2013,"3"
"P","31","60",0.000297729211253782,2013,"3"
"P","31","100",0.000776720256072837,2013,"3"
"P","46","5",1.46157198748143e-09,2013,"4"
"P","46","15",0.000154981689633531,2013,"4"
"P","46","30",0.000901396437128722,2013,"4"
"P","46","60",0.000228767685136632,2013,"4"
"P","46","100",0.000995076656823572,2013,"4"
"PF","15","5",7.64315840061503e-10,2013,"1"
"PF","15","15",0.00017301129422615,2013,"1"
"PF","15","30",0.000826155918659709,2013,"1"
"PF","15","60",0.000529711230563031,2013,"1"
"PF","15","100",0.000802615378494388,2013,"1"
"PF","23","5",7.12481075688692e-10,2013,"2"
"PF","23","15",0.000211754098880069,2013,"2"
"PF","23","30",0.000872577235138285,2013,"2"
"PF","23","60",0.000502750397590609,2013,"2"
"PF","23","100",0.000668529172721538,2013,"2"
"PF","32","5",7.4033406102475e-10,2013,"3"
"PF","32","15",0.00020615067503337,2013,"3"
"PF","32","30",0.000902201812695216,2013,"3"
"PF","32","60",0.000507384697911684,2013,"3"
"PF","32","100",0.000794716527459354,2013,"3"
"PF","41","5",7.62320899216367e-10,2013,"4"
"PF","41","15",0.000180988024890881,2013,"4"
"PF","41","30",0.0008309785422356,2013,"4"
"PF","41","60",0.000535864248692307,2013,"4"
"PF","41","100",0.000674560888099013,2013,"4"
"SC","11","5",2.43935602793055e-06,2013,"1"
"SC","11","15",2.96323240630334e-05,2013,"1"
"SC","11","30",0.00027399039339888,2013,"1"
"SC","11","60",0.000260809104839672,2013,"1"
"SC","11","100",0.000350515858355518,2013,"1"
"SC","26","5",2.91325270327608e-06,2013,"2"
"SC","26","15",3.24408212847403e-05,2013,"2"
"SC","26","30",0.0002727742972412,2013,"2"
"SC","26","60",0.000237200908889516,2013,"2"
"SC","26","100",0.0003663891416486,2013,"2"
"SC","33","5",2.76695440839614e-06,2013,"3"
"SC","33","15",3.78478288608876e-05,2013,"3"
"SC","33","30",0.000319819158992297,2013,"3"
"SC","33","60",0.000276446426117467,2013,"3"
"SC","33","100",0.000422422972879731,2013,"3"
"SC","44","5",3.03123865599817e-06,2013,"4"
"SC","44","15",2.98142115919589e-05,2013,"4"
"SC","44","30",0.000311187499005864,2013,"4"
"SC","44","60",0.000261465293897774,2013,"4"
"SC","44","100",0.000366535922682519,2013,"4"
