year	plot	trt	depth	perC	perN	CN
2013	43	CC	30	34.86	1.18	29.67
2013	43	CC	60	41.82	1.22	34.39
2013	43	CC	100	39.56	1.02	38.78
2013	14	CCW	5	37.85	1.79	21.15
2013	14	CCW	15	39.10	1.82	21.50
2013	14	CCW	30	35.66	1.45	24.61
2013	14	CCW	60	39.84	1.20	33.26
2013	14	CCW	100	34.65	0.95	36.45
2013	25	CCW	5	37.30	1.62	23.05
2013	25	CCW	15	40.81	1.61	25.30
2013	25	CCW	30	36.34	1.20	30.41
2013	25	CCW	60	35.09	1.10	32.02
2013	25	CCW	100	39.35	0.98	40.12
2013	36	CCW	5	34.90	1.53	22.75
2013	36	CCW	15	38.17	1.60	23.92
2013	36	CCW	30	39.45	1.32	29.82
2013	36	CCW	60	38.92	1.10	35.38
2013	36	CCW	100	36.24	0.90	40.12
2013	42	CCW	5	34.94	1.49	23.43
2013	42	CCW	15	40.81	1.68	24.29
2013	42	CCW	30	44.73	1.51	29.66
2013	42	CCW	60	44.01	1.23	35.72
2013	42	CCW	100	43.52	1.10	39.71
2013	13	P	5	40.59	0.56	72.61
2013	13	P	15	40.16	0.36	112.27
2013	13	P	30	37.63	0.25	148.32
2013	13	P	60	41.82	0.17	248.78
2013	13	P	100	40.15	0.22	180.86
2013	24	P	5	43.02	0.40	108.14
2013	24	P	15	43.41	0.37	118.41
2013	24	P	30	39.94	0.25	157.93
2013	24	P	60	40.76	0.20	208.28
2013	24	P	100	42.48	0.34	126.02
2013	31	P	5	43.59	0.42	103.79
2013	31	P	15	44.68	0.29	154.12
2013	31	P	30	41.80	0.40	104.34
2013	31	P	60	41.37	0.28	148.01
2013	31	P	100	42.60	0.29	145.94
2013	46	P	5	43.76	0.42	105.45
2013	46	P	15	41.12	0.45	91.20
2013	46	P	30	39.47	0.32	123.92
2013	46	P	60	43.41	0.21	202.85
2013	46	P	100	43.81	0.28	154.26
2013	15	PF	5	43.17	1.02	42.16
2013	15	PF	15	41.61	0.94	44.20
2013	15	PF	30	40.89	0.77	53.29
2013	15	PF	60	43.13	0.64	67.33
2013	15	PF	100	39.43	0.54	73.02
2013	23	PF	5	43.62	0.83	52.33
2013	23	PF	15	40.73	0.94	43.13
2013	23	PF	30	37.90	0.61	61.83
2013	23	PF	60	37.03	0.59	62.93
2013	23	PF	100	37.77	0.46	81.70
2013	32	PF	5	42.78	0.87	49.44
2013	32	PF	15	41.34	0.85	48.46
2013	32	PF	30	42.56	0.65	65.58
2013	32	PF	60	43.62	0.54	80.10
2013	32	PF	100	40.05	0.58	68.54
2013	41	PF	5	45.84	0.82	56.04
2013	41	PF	15	43.37	0.83	52.03
2013	41	PF	30	42.97	0.70	61.70
2013	41	PF	60	44.19	0.54	81.46
2013	41	PF	100	44.93	0.55	81.74
2013	16	S2	5	40.83	1.63	25.06
2013	16	S2	15	42.48	1.67	25.48
2013	16	S2	30	42.97	1.98	21.71
2013	16	S2	60	33.53	1.46	22.93
2013	16	S2	100	33.28	1.31	25.44
2013	22	S2	5	40.40	2.14	18.92
2013	22	S2	15	40.65	2.08	19.52
2013	22	S2	30	41.54	1.75	23.76
2013	22	S2	60	37.91	1.74	21.85
2013	22	S2	100	34.88	1.32	26.50
2013	34	S2	5	42.26	1.90	22.24
2013	34	S2	15	43.28	1.83	23.60
2013	34	S2	30	41.63	1.75	23.75
2013	34	S2	60	38.47	1.60	24.01
2013	34	S2	100	41.95	1.54	27.20
2013	45	S2	5	40.37	2.08	19.42
2013	45	S2	15	41.40	1.76	23.47
2013	45	S2	30	34.91	1.38	25.28
2013	45	S2	60	37.99	1.61	23.54
2013	45	S2	100	38.39	1.35	28.35
