date,block,sw1,sw2,sw3,sw4,sw5,st1,st2,st3,st4,st5,ec1,ec2,ec3,ec4,ec5
8/8/2008,3,0.096895833,0.207520833,0.268125,0.2588125,0.305229167,23.1125,22.72083333,22.38958333,21.77708333,21.8625,0.11875,0.245208333,0.778333333,1.12875,0.946666667
8/8/2008,4,NA,0.2645625,0.3616875,0.3185625,0.391770833,NA,23.67291667,23.13333333,22.68958333,22.23541667,NA,0.35875,0.592708333,0.85,1.188541667
9/8/2008,1,0.227479167,0.277416667,0.35075,0.342458333,0.3078125,26.43541667,25.29791667,24.46666667,22.97916667,22.30833333,0.190416667,0.68125,0.797083333,1.149583333,1.632708333
9/8/2008,2,0.1411875,0.217166667,0.309770833,0.327958333,0.293020833,27.40416667,26.69583333,25.24166667,23.68958333,22.58125,0.049583333,0.171041667,0.189583333,0.802916667,0.46
9/8/2008,3,0.101479167,0.212583333,0.2693125,0.258520833,0.30475,25.05833333,24.22083333,23.38958333,21.99375,21.76041667,0.121875,0.243958333,0.754375,1.121666667,0.94
9/8/2008,4,NA,0.2713125,0.366145833,0.3203125,0.392541667,NA,25.72708333,24.45625,23.05416667,22.35625,NA,0.350208333,0.589583333,0.85,1.19
10/8/2008,1,0.2261875,0.279833333,0.352270833,0.3464375,0.309833333,27.44375,26.40416667,25.575,23.80416667,22.7625,0.200208333,0.672708333,0.784791667,1.15,1.63125
10/8/2008,2,0.138416667,0.215583333,0.308541667,0.329625,0.294541667,28.08958333,27.55625,26.23125,24.45208333,23.0375,0.048125,0.168125,0.182916667,0.8,0.46
10/8/2008,3,0.1038125,0.21775,0.272604167,0.2615,0.30575,26.1875,25.41666667,24.59166667,22.78333333,22.06666667,0.121458333,0.252708333,0.726041667,1.116875,0.94
10/8/2008,4,NA,0.275041667,0.371125,0.324416667,0.395229167,NA,26.6375,25.49583333,23.8125,22.87916667,NA,0.340416667,0.586875,0.85,1.189791667
11/8/2008,1,0.213666667,0.272916667,0.3458125,0.345770833,0.311125,25.74375,25.35833333,25.18541667,23.94375,23.06458333,0.173125,0.65875,0.764375,1.152916667,1.636041667
11/8/2008,2,0.129104167,0.207791667,0.301270833,0.3285625,0.2956875,25.88125,25.95,25.40416667,24.48541667,23.29375,0.047083333,0.164375,0.18,0.794166667,0.455208333
11/8/2008,3,0.098916667,0.214645833,0.269729167,0.2616875,0.307916667,24.875,24.53333333,24.2375,23.01875,22.36666667,0.116666667,0.254166667,0.690416667,1.112708333,0.94
11/8/2008,4,NA,0.2708125,0.368229167,0.3251875,0.39675,NA,25.61875,24.975,24.01875,23.1875,NA,0.327708333,0.583125,0.849166667,1.191458333
12/8/2008,1,0.202708333,0.265041667,0.338083333,0.34325,0.3106875,23.42291667,23.85625,24.27291667,23.58125,22.98541667,0.122708333,0.651666667,0.743958333,1.153333333,1.638541667
12/8/2008,2,0.128729167,0.200520833,0.2945,0.325875,0.294729167,23.0375,23.78958333,24.02083333,23.94166667,23.10625,0.042291667,0.160416667,0.178541667,0.79,0.45
12/8/2008,3,0.092291667,0.209958333,0.265479167,0.26,0.308020833,23.1875,23.27916667,23.43333333,22.79583333,22.3875,0.117083333,0.25625,0.670833333,1.105625,0.94
12/8/2008,4,NA,0.263270833,0.363375,0.324041667,0.3965625,NA,23.76041667,23.83125,23.78958333,23.125,NA,0.316666667,0.57875,0.846875,1.187083333
13/08/2008,1,0.212604167,0.264333333,0.332083333,0.338666667,0.3078125,24.16458333,23.63958333,23.475,22.71458333,22.45625,0.175,0.651875,0.723541667,1.150833333,1.638541667
13/08/2008,2,0.140208333,0.202479167,0.2918125,0.3219375,0.292229167,23.87708333,23.73125,23.07916667,22.81666667,22.4,0.048125,0.16125,0.18,0.788333333,0.45
13/08/2008,3,0.0955625,0.2096875,0.262270833,0.255791667,0.306458333,23.44375,22.96875,22.70833333,22.06666667,22.04375,0.115625,0.255833333,0.658125,1.1,0.94
13/08/2008,4,NA,0.2635625,0.36075,0.3201875,0.3934375,NA,23.61458333,23.05625,22.96458333,22.55833333,NA,0.313125,0.577291667,0.843541667,1.177916667
14/08/2008,1,0.227708333,0.270166667,0.337416667,0.341916667,0.306833333,24.63958333,24.17708333,23.91458333,22.83958333,22.30625,0.181041667,0.658541667,0.720833333,1.151875,1.639375
14/08/2008,2,0.148770833,0.2098125,0.296395833,0.323833333,0.292020833,24.41666667,24.375,23.7375,22.99583333,22.25625,0.054583333,0.163541667,0.186458333,0.790416667,0.450833333
14/08/2008,3,0.100354167,0.213083333,0.2639375,0.256041667,0.305708333,24.18125,23.67916667,23.28541667,22.18541667,21.92291667,0.116041667,0.259375,0.644791667,1.095833333,0.94
14/08/2008,4,NA,0.2696875,0.364979167,0.321916667,0.392833333,NA,24.20416667,23.59791667,23.02083333,22.46875,NA,0.31125,0.582708333,0.842291667,1.177916667
15/08/2008,1,0.298583333,0.2876875,0.371,0.354854167,0.307583333,23.71875,23.62291667,23.59166667,22.75,22.25208333,0.244791667,0.666666667,0.780833333,1.162083333,1.6425
15/08/2008,2,0.169395833,0.245916667,0.3161875,0.326104167,0.292416667,23.21458333,23.5,23.25,22.89791667,22.20416667,0.066041667,0.18,0.219583333,0.79,0.450208333
15/08/2008,3,0.110166667,0.211708333,0.262625,0.257916667,0.305041667,23.2875,23.06458333,22.98541667,22.175,21.91458333,0.097708333,0.254791667,0.634166667,1.094583333,0.94
15/08/2008,4,NA,0.285583333,0.3748125,0.322875,0.394041667,NA,23.48333333,23.2,23.00208333,22.46666667,NA,0.32,0.59,0.85,1.18
16/08/2008,1,0.2754375,0.281229167,0.358125,0.346625,0.306229167,23.79583333,23.36458333,23.19583333,22.38333333,21.98333333,0.20875,0.65625,0.748125,1.159375,1.648958333
16/08/2008,2,0.150645833,0.230041667,0.305145833,0.3224375,0.290875,23.18333333,23.20416667,22.78958333,22.4,21.89791667,0.054583333,0.171041667,0.206041667,0.789375,0.45
16/08/2008,3,0.113375,0.212041667,0.26125,0.254895833,0.304895833,23.10208333,22.70416667,22.55833333,21.84375,21.75625,0.099166667,0.25875,0.626875,1.086458333,0.94
16/08/2008,4,NA,0.2825625,0.370270833,0.320229167,0.3916875,NA,23.41875,22.88333333,22.67291667,22.24166667,NA,0.313541667,0.587083333,0.85,1.18
17/08/2008,1,0.255083333,0.27825,0.352104167,0.343895833,0.305895833,24.31875,23.81458333,23.48541667,22.41666667,21.85416667,0.181458333,0.654583333,0.7225,1.154166667,1.648958333
17/08/2008,2,0.14125,0.2191875,0.300270833,0.321791667,0.2903125,24.10416667,23.95625,23.37708333,22.53541667,21.83125,0.049791667,0.161875,0.195833333,0.78375,0.45125
17/08/2008,3,0.111583333,0.214041667,0.262291667,0.253708333,0.3045,23.61041667,23.15416667,22.8625,21.85416667,21.65208333,0.100416667,0.263125,0.625625,1.080833333,0.94
17/08/2008,4,NA,0.283145833,0.369875,0.319479167,0.3908125,NA,24.03125,23.25833333,22.625,22.14583333,NA,0.308958333,0.584583333,0.8475,1.18
18/08/2008,1,0.239208333,0.2754375,0.346958333,0.342208333,0.30575,24.7375,24.20833333,23.78333333,22.5875,21.9,0.170416667,0.65375,0.699583333,1.15,1.643541667
18/08/2008,2,0.1359375,0.212416667,0.295458333,0.321083333,0.2901875,24.9,24.52708333,23.7625,22.72083333,21.94791667,0.046875,0.16,0.187708333,0.780208333,0.450833333
18/08/2008,3,0.108645833,0.215229167,0.262833333,0.253166667,0.3044375,24.05625,23.47708333,23.1,21.98125,21.65416667,0.101666667,0.264166667,0.623541667,1.08,0.938958333
18/08/2008,4,NA,0.282229167,0.369104167,0.319645833,0.390666667,NA,24.38333333,23.53125,22.69166667,22.19583333,NA,0.303125,0.583333333,0.845208333,1.180208333
19/08/2008,1,0.230604167,0.27525,0.343395833,0.341979167,0.306479167,25.74791667,25.08333333,24.45208333,22.97708333,22.06875,0.163958333,0.6525,0.6775,1.15,1.64375
19/08/2008,2,0.132625,0.209041667,0.291291667,0.320520833,0.289791667,25.85,25.33541667,24.39583333,23.075,22.11666667,0.044166667,0.1575,0.18125,0.778333333,0.45
19/08/2008,3,0.106354167,0.216604167,0.264125,0.252875,0.304395833,24.70208333,24.0625,23.59791667,22.24791667,21.77708333,0.101666667,0.261041667,0.620416667,1.0775,0.931041667
19/08/2008,4,NA,0.282375,0.369208333,0.320041667,0.390416667,NA,25.16875,24.14791667,22.925,22.30416667,NA,0.298541667,0.582083333,0.8425,1.180833333
20/08/2008,1,0.220458333,0.271270833,0.3375625,0.341645833,0.307354167,25.51458333,25.09375,24.675,23.29583333,22.32708333,0.162708333,0.646875,0.651666667,1.148125,1.645208333
20/08/2008,2,0.1273125,0.204354167,0.285375,0.3190625,0.289458333,25.63541667,25.26041667,24.55,23.36458333,22.38541667,0.042916667,0.15125,0.177291667,0.773541667,0.45
20/08/2008,3,0.1019375,0.215270833,0.262916667,0.2523125,0.3045,24.33958333,23.92083333,23.65,22.47291667,21.93958333,0.1,0.261875,0.62,1.070833333,0.929791667
20/08/2008,4,NA,0.278916667,0.367,0.320833333,0.391020833,NA,25.09791667,24.29583333,23.19583333,22.51458333,NA,0.290625,0.579166667,0.841666667,1.180625
21/08/2008,1,0.207208333,0.263916667,0.3301875,0.339708333,0.307270833,23.31041667,23.74791667,24.05416667,23.21875,22.42708333,0.116875,0.641666667,0.630416667,1.14125,1.640625
21/08/2008,2,0.11725,0.196333333,0.279666667,0.317291667,0.288916667,22.65833333,23.26666667,23.5375,23.22291667,22.45416667,0.034791667,0.15,0.171041667,0.767083333,0.45
21/08/2008,3,0.095604167,0.210833333,0.260125,0.250875,0.304333333,22.80625,22.85208333,23.11458333,22.43125,22.03333333,0.1,0.264583333,0.625625,1.065416667,0.92375
21/08/2008,4,NA,0.270541667,0.362541667,0.320666667,0.391395833,NA,23.43125,23.48125,23.20208333,22.56458333,NA,0.281875,0.574791667,0.84,1.180833333
22/08/2008,1,0.2108125,0.264166667,0.324791667,0.334958333,0.304729167,24.60833333,23.96041667,23.49583333,22.48541667,22.00833333,0.180416667,0.64,0.615208333,1.14,1.634583333
22/08/2008,2,0.122791667,0.1984375,0.277854167,0.313770833,0.2870625,25.08541667,24.2625,23.16458333,22.35208333,21.94583333,0.041666667,0.15,0.17,0.755208333,0.445625
22/08/2008,3,0.098666667,0.212770833,0.258604167,0.246604167,0.303479167,24.0125,23.24791667,22.81666667,21.89583333,21.7875,0.1,0.268333333,0.654791667,1.06,0.92
22/08/2008,4,NA,0.271666667,0.360125,0.317520833,0.3889375,NA,24.16666667,23.2125,22.5375,22.11041667,NA,0.276666667,0.573333333,0.819791667,1.18
23/08/2008,1,0.212541667,0.2669375,0.3244375,0.335208333,0.304354167,25.8875,25.28333333,24.64583333,23.1375,22.1625,0.21,0.64,0.599166667,1.138333333,1.63
23/08/2008,2,0.122166667,0.199625,0.2778125,0.313791667,0.287458333,26.05625,25.64583333,24.72291667,23.17083333,22.17916667,0.045833333,0.149791667,0.17,0.759375,0.440416667
23/08/2008,3,0.099291667,0.215958333,0.260979167,0.2478125,0.3026875,24.87916667,24.28958333,23.86875,22.425,21.88125,0.1,0.27,0.715,1.05625,0.92
23/08/2008,4,NA,0.2705,0.359541667,0.318645833,0.388979167,NA,25.38958333,24.42708333,23.08125,22.32291667,NA,0.278958333,0.572916667,0.79,1.18
24/08/2008,1,0.203729167,0.25975,0.315395833,0.331916667,0.304166667,24.36875,24.14791667,24.00208333,23.05416667,22.2625,0.138125,0.632083333,0.577916667,1.135,1.63
24/08/2008,2,0.1151875,0.193395833,0.269166667,0.3105625,0.2866875,24.21041667,24.2,23.95416667,23.11666667,22.38125,0.035625,0.145416667,0.161666667,0.752708333,0.441875
24/08/2008,3,0.092333333,0.209354167,0.254729167,0.244895833,0.3019375,23,22.83541667,22.94375,22.26875,21.99583333,0.097083333,0.263125,0.752291667,1.04875,0.915416667
24/08/2008,4,NA,0.262479167,0.3490625,0.316854167,0.388104167,NA,23.93958333,23.51458333,23.01041667,22.41041667,NA,0.274166667,0.567083333,0.7875,1.18
25/08/2008,1,0.198,0.254729167,0.308125,0.326875,0.301833333,23.69791667,23.51458333,23.43958333,22.66458333,22.03541667,0.14125,0.625416667,0.564166667,1.13375,1.624166667
25/08/2008,2,0.109833333,0.188854167,0.262083333,0.306041667,0.2849375,23.4625,23.45625,23.29583333,22.68333333,22.15625,0.033958333,0.145,0.16,0.745833333,0.44
25/08/2008,3,0.089104167,0.206208333,0.250270833,0.240895833,0.299416667,22.3625,22.15416667,22.30416667,21.81666667,21.77083333,0.095833333,0.26,0.759375,1.039791667,0.91
25/08/2008,4,NA,0.257854167,0.339125,0.313333333,0.385854167,NA,23.30833333,22.93958333,22.64166667,22.15416667,NA,0.268958333,0.562291667,0.78,1.174791667
26/08/2008,1,0.1926875,0.250729167,0.302458333,0.322895833,0.299270833,23.0625,23.06875,23.11666667,22.4125,21.84583333,0.144583333,0.619583333,0.554375,1.126875,1.61875
26/08/2008,2,0.10475,0.1849375,0.2568125,0.302375,0.283,22.65833333,22.8,22.8125,22.325,21.9,0.03375,0.144375,0.16,0.740833333,0.44
26/08/2008,3,0.086125,0.204395833,0.247458333,0.237833333,0.296770833,22.01041667,21.875,22.06666667,21.56875,21.53125,0.096458333,0.26,0.76375,1.021875,0.907916667
26/08/2008,4,NA,0.254395833,0.330895833,0.3110625,0.3836875,NA,22.93541667,22.61875,22.36041667,21.91458333,NA,0.266041667,0.558125,0.78,1.17
27/08/2008,1,0.186229167,0.2455,0.296791667,0.318354167,0.296833333,21.69166667,22.05,22.43125,22.03541667,21.59166667,0.140833333,0.615833333,0.55,1.116666667,1.61125
27/08/2008,2,0.1039375,0.180854167,0.252416667,0.299458333,0.281458333,21.17708333,21.55833333,21.84791667,21.83125,21.60416667,0.034791667,0.143958333,0.159791667,0.732916667,0.433541667
27/08/2008,3,0.0844375,0.201645833,0.244375,0.235291667,0.294145833,21.06666667,21.08125,21.50625,21.27916667,21.34375,0.097291667,0.26,0.764583333,1.013541667,0.900416667
27/08/2008,4,NA,0.247791667,0.324770833,0.309125,0.381604167,NA,21.6375,21.78541667,22.02083333,21.65416667,NA,0.264583333,0.552083333,0.78,1.17
28/08/2008,1,0.297770833,0.2653125,0.302708333,0.315916667,0.293708333,23.52291667,23.1125,22.69583333,21.7625,21.25625,0.300208333,0.641458333,0.55,1.112291667,1.609583333
28/08/2008,2,0.183270833,0.228125,0.274104167,0.298145833,0.279291667,23.77083333,23.32083333,22.47291667,21.50208333,21.20416667,0.08375,0.153333333,0.188125,0.737916667,0.43
28/08/2008,3,0.139104167,0.2455625,0.251479167,0.233395833,0.291958333,23.06458333,22.34583333,22.05,21.06666667,21.11875,0.178333333,0.335833333,0.78125,1.00125,0.902083333
28/08/2008,4,NA,0.273645833,0.35375,0.308958333,0.380041667,NA,23.12708333,22.36666667,21.7125,21.3375,NA,0.28125,0.56875,0.78,1.168333333
29/08/2008,1,0.280270833,0.2598125,0.3005625,0.317104167,0.292854167,22.21875,22.275,22.36875,21.78541667,21.275,0.1875,0.627708333,0.54625,1.119791667,1.61
29/08/2008,2,0.163708333,0.2205,0.2679375,0.297729167,0.2794375,21.42291667,21.80208333,21.96458333,21.62083333,21.29375,0.071041667,0.154166667,0.187708333,0.75,0.439583333
