"Asym","xmid","scal","plot","trt","depth"
2.97343523849488,2652.46215876211,963.539778102991,"15","PF",60
2.97343523849488,2638.02823920268,963.539778102991,"41","PF",60
2.97343523849488,1695.6809635323,963.539778102991,"46","P",60
2.97343523849488,1976.5302829691,963.539778102991,"31","P",60
2.97343523849488,1855.40115474973,963.539778102991,"24","P",60
2.97343523849488,1566.70315197323,963.539778102991,"13","P",60
5.15740209656069,4511.51547901598,953.2352789065,"34","CS",100
5.15740209656069,4406.86799995497,953.2352789065,"16","CS",100
5.15740209656069,4634.48363131157,953.2352789065,"45","CS",100
5.15740209656069,4315.24616306864,953.2352789065,"26","SC",100
5.15740209656069,4314.79883046526,953.2352789065,"44","SC",100
5.15740209656069,4217.24925926049,953.2352789065,"22","CS",100
5.15740209656069,4162.38459618523,953.2352789065,"35","CC",100
5.15740209656069,4154.03998212895,953.2352789065,"33","SC",100
5.15740209656069,4174.70497006321,953.2352789065,"12","CC",100
5.15740209656069,4095.09801467927,953.2352789065,"21","CC",100
5.15740209656069,4005.67899760972,953.2352789065,"14","CCW",100
5.15740209656069,4364.50975181546,953.2352789065,"11","SC",100
5.15740209656069,3874.55308279629,953.2352789065,"43","CC",100
5.15740209656069,3936.99844562185,953.2352789065,"42","CCW",100
5.15740209656069,4276.23367740608,953.2352789065,"36","CCW",100
5.15740209656069,3778.16085069059,953.2352789065,"25","CCW",100
5.15740209656069,3588.8222019985,953.2352789065,"23","PF",100
5.15740209656069,3345.3810950349,953.2352789065,"32","PF",100
5.15740209656069,3330.63318464882,953.2352789065,"15","PF",100
5.15740209656069,3576.74612691143,953.2352789065,"41","PF",100
5.15740209656069,2975.72835823817,953.2352789065,"46","P",100
5.15740209656069,3379.14351463202,953.2352789065,"31","P",100
5.15740209656069,3338.01159426105,953.2352789065,"24","P",100
5.15740209656069,3156.16427164255,953.2352789065,"13","P",100
