year	trt	core	plot	depth	BD	TN	TC	IC	OC	CN	oCN
2008	C2	3	34	15	1.42864822	0.200093237	2.30163285	0	2.30163285	11.50280183	11.50280183
2008	C2	3	34	30	1.50711499	0.167988834	1.878782227	0	1.878782227	11.18397086	11.18397086
2008	C2	3	34	5	1.417009447	0.20566979	2.299558966	0	2.299558966	11.18083004	11.18083004
2008	C2	3	34	15	1.506988461	0.187465861	2.140150808	0	2.140150808	11.41621622	11.41621622
2008	C2	3	34	30	1.584103477	0.169870132	1.966004467	0	1.966004467	11.57357357	11.57357357
2008	CC	3	35	5	1.168564359	0.251202752	3.197031728	0	3.197031728	12.72689769	12.72689769
2008	CC	3	35	15	1.364277594	0.243185882	2.948603333	0	2.948603333	12.12489522	12.12489522
2008	CC	3	35	30	1.407407061	0.218158294	2.992382425	0	2.992382425	13.71656499	13.71656499
2008	CC	3	35	5	1.487200705	0.191772407	2.319108181	0	2.319108181	12.09302326	12.09302326
2008	CC	3	35	15	1.492065993	0.192353195	2.285334322	0	2.285334322	11.88092729	11.88092729
2008	CC	3	35	30	1.497578765	0.208891589	2.564961349	0	2.564961349	12.27891156	12.27891156
2008	CC	3	35	5	1.231061916	0.226780027	2.604221039	0	2.604221039	11.48346738	11.48346738
2008	CC	3	35	15	1.328899928	0.184816298	2.117518608	0	2.117518608	11.45742358	11.45742358
2008	CC	3	35	30	1.550745747	0.175467515	2.145396417	0	2.145396417	12.22674419	12.22674419
2008	CC	3	35	5	1.189858886	0.198709836	2.254942236	0	2.254942236	11.34791455	11.34791455
2008	CC	3	35	15	1.44197164	0.185073302	2.077147113	0	2.077147113	11.2233752	11.2233752
2008	CC	3	35	30	1.497475297	0.20020595	2.518262909	0	2.518262909	12.57836198	12.57836198
2008	CCW	3	36	5	1.379546311	0.169832745	2.007939407	0	2.007939407	11.82304038	11.82304038
2008	CCW	3	36	15	1.498567091	0.15949709	1.799894377	0	1.799894377	11.28481013	11.28481013
2008	CCW	3	36	30	1.522110346	0.176796748	2.14123887	0	2.14123887	12.11130235	12.11130235
2008	CCW	3	36	5	1.336815511	0.138577887	1.498739006	0	1.498739006	10.81513828	10.81513828
2008	CCW	3	36	15	1.571482333	0.136342117	1.412762108	0	1.412762108	10.36189069	10.36189069
2008	CCW	3	36	30	1.540815172	0.12075402	1.354061812	0	1.354061812	11.21338912	11.21338912
2008	CCW	3	36	5	1.622874049	0.11425307	1.236147752	0	1.236147752	10.81938326	10.81938326
2008	CCW	3	36	15	1.5833857	0.111319232	1.173582497	0	1.173582497	10.54249548	10.54249548
2008	CCW	3	36	30	1.792032548	0.089240965	0.928670083	0	0.928670083	10.40632054	10.40632054
2008	CCW	3	36	5	1.83091761	0.155797094	1.62028978	0	1.62028978	10.4	10.4
2008	CCW	3	36	15	1.490025815	0.10203009	1.107927928	0	1.107927928	10.85883514	10.85883514
2008	CCW	3	36	30	1.728085068	0.139899584	1.410090981	0	1.410090981	10.07930786	10.07930786
2008	PF	4	41	5	1.384640849	0.271160896	3.181553221	0	3.181553221	11.73308271	11.73308271
2008	PF	4	41	15	1.366025133	0.240284161	2.769843301	0	2.769843301	11.52736529	11.52736529
2008	PF	4	41	30	1.55996956	0.179775071	2.351220145	0	2.351220145	13.07867731	13.07867731
2008	PF	4	41	5	1.485954477	0.080052861	0.984923443	0	0.984923443	12.3034134	12.3034134
2008	PF	4	41	15	1.516449312	0.202234761	2.321241665	0	2.321241665	11.47795591	11.47795591
2008	PF	4	41	30	1.655523102	0.136321299	1.891039314	0	1.891039314	13.87192852	13.87192852
2008	PF	4	41	5	1.094684984	0.266295382	3.209226933	0	3.209226933	12.05138037	12.05138037
2008	PF	4	41	15	1.434781506	0.254583395	3.075833078	0	3.075833078	12.08182912	12.08182912
2008	PF	4	41	30	1.496418685	0.198803088	2.278142915	0	2.278142915	11.45929339	11.45929339
2008	PF	4	41	5	1.097273001	0.261377622	3.239164522	0	3.239164522	12.39266198	12.39266198
2008	PF	4	41	15	1.317345963	0.272462208	3.255097744	0	3.255097744	11.9469697	11.9469697
2008	PF	4	41	30	1.391875138	0.242871823	2.842645492	0	2.842645492	11.70430337	11.70430337
2008	CCW	4	42	5	1.151634141	0.205508258	2.387372052	0	2.387372052	11.61691542	11.61691542
2008	CCW	4	42	15	1.384191418	0.196792033	2.259768566	0	2.259768566	11.48302872	11.48302872
2008	CCW	4	42	30	1.40718412	0.186213801	2.315230604	0	2.315230604	12.43318486	12.43318486
2008	CCW	4	42	5	1.391707197	0.217408263	2.626079107	0	2.626079107	12.07902164	12.07902164
2008	CCW	4	42	15	1.49387352	0.21055384	2.448252743	0	2.448252743	11.62768031	11.62768031
2008	CCW	4	42	30	1.444436847	0.155210135	1.770301273	0	1.770301273	11.40583554	11.40583554
2008	CCW	4	42	5	1.017519983	0.223781924	2.625489117	0	2.625489117	11.73235564	11.73235564
2008	CCW	4	42	15	1.354527529	0.209432576	2.464214015	0	2.464214015	11.76614481	11.76614481
2008	CCW	4	42	30	1.481250024	0.1893455	2.260228434	0	2.260228434	11.93705914	11.93705914
2008	CCW	4	42	5	1.383687905	0.194535835	2.278264819	0	2.278264819	11.71128609	11.71128609
2008	CCW	4	42	15	1.603927584	0.18054159	2.086938376	0	2.086938376	11.55932203	11.55932203
2008	CCW	4	42	30	1.571554328	0.122234374	1.370568143	0	1.370568143	11.21262458	11.21262458
2008	CC	4	43	5	1.471216369	0.180730942	2.044417021	0	2.044417021	11.31193694	11.31193694
2008	CC	4	43	15	1.378733392	0.162648836	1.860009264	0	1.860009264	11.43573668	11.43573668
2008	CC	4	43	30	1.584489911	0.100962227	1.150949054	0	1.150949054	11.39979859	11.39979859
2008	CC	4	43	5	1.646761128	0.19057868	2.229526227	0	2.229526227	11.69871795	11.69871795
2008	CC	4	43	15	1.514690768	0.177204309	2.089027134	0	2.089027134	11.78880554	11.78880554
2008	CC	4	43	30	1.509935669	0.118689388	1.462915706	0	1.462915706	12.3255814	12.3255814
2008	CC	4	43	5	1.154162275	0.186487728	2.106790759	0	2.106790759	11.29720854	11.29720854
2008	CC	4	43	15	1.335104234	0.107718312	1.158942749	0	1.158942749	10.75901328	10.75901328
2008	CC	4	43	30	1.680455872	0.169280956	1.846886859	0	1.846886859	10.91018686	10.91018686
2008	CC	4	43	5	1.211033177	0.253727577	3.064939314	0	3.064939314	12.07964602	12.07964602
2008	CC	4	43	15	1.428393729	0.203521011	2.257715524	0	2.257715524	11.09327984	11.09327984
2008	CC	4	43	30	1.630405666	0.140211672	1.627147794	0	1.627147794	11.60493827	11.60493827
2008	S2	4	44	5	0.99267944	0.187268785	2.150950575	0	2.150950575	11.48590022	11.48590022
2008	S2	4	44	15	1.501363488	0.165157454	1.936328773	0	1.936328773	11.72413793	11.72413793
2008	S2	4	44	30	1.628191232	0.155818651	1.818725793	0	1.818725793	11.6720674	11.6720674
2008	S2	4	44	5	1.370304648	0.153533171	1.720299253	0	1.720299253	11.20473996	11.20473996
2008	S2	4	44	15	1.543862008	0.160275403	1.712559306	0	1.712559306	10.68510371	10.68510371
2008	S2	4	44	30	1.452307745	0.150344889	1.801905316	0	1.801905316	11.98514517	11.98514517
2008	S2	4	44	5	1.099831149	0.239928064	2.711439675	0	2.711439675	11.30105263	11.30105263
2008	S2	4	44	15	1.403268834	0.228703517	2.559253068	0	2.559253068	11.19026549	11.19026549
2008	S2	4	44	30	1.508996611	0.216129544	2.522016561	0	2.522016561	11.66900421	11.66900421
2008	S2	4	44	5	1.434708893	0.212515061	2.288623729	0	2.288623729	10.76923077	10.76923077
2008	S2	4	44	15	1.510719213	0.206876145	2.223766589	0	2.223766589	10.74926543	10.74926543
2008	S2	4	44	30	1.602784135	0.147287807	1.623916499	0	1.623916499	11.02546456	11.02546456
2008	C2	4	45	5	1.624555305	0.126878365	1.418822356	0	1.418822356	11.18253968	11.18253968
2008	C2	4	45	15	1.550772879	0.115960553	1.273450381	0	1.273450381	10.981755	10.981755
2008	C2	4	45	30	1.595064165	0.123165303	1.294943516	0	1.294943516	10.51386623	10.51386623
2008	C2	4	45	5	1.47695159	0.110813779	1.080058277	0	1.080058277	9.746606335	9.746606335
2008	C2	4	45	15	1.474170342	0.10649471	1.107063647	0	1.107063647	10.39548023	10.39548023
2008	C2	4	45	30	1.546461329	0.107441359	1.135722501	0	1.135722501	10.57062675	10.57062675
2008	C2	4	45	5	1.198854862	0.186164499	2.118039216	0	2.118039216	11.37724551	11.37724551
2008	C2	4	45	15	1.347013321	0.183293151	2.049347477	0	2.049347477	11.18070953	11.18070953
2008	C2	4	45	30	1.518512234	0.147698014	1.713901869	0	1.713901869	11.60409556	11.60409556
2008	C2	4	45	5	1.23408357	0.200434185	2.148227836	0	2.148227836	10.71787149	10.71787149
2008	C2	4	45	15	1.443745018	0.16512235	1.879047989	0	1.879047989	11.37973138	11.37973138
2008	C2	4	45	30	1.411879634	0.17612122	2.047497699	0	2.047497699	11.62550258	11.62550258
2008	P	4	46	5	1.244283667	0.143169773	1.492191999	0	1.492191999	10.42253521	10.42253521
2008	P	4	46	15	1.462511321	0.121869395	1.260091173	0	1.260091173	10.33968517	10.33968517
2008	P	4	46	30	1.487655236	0.125143727	1.348872775	0	1.348872775	10.77858881	10.77858881
2008	P	4	46	5	1.224428982	0.156794891	1.643670846	0	1.643670846	10.48293625	10.48293625
2008	P	4	46	15	1.593063373	0.151879678	1.616881531	0	1.616881531	10.64580559	10.64580559
2008	P	4	46	30	1.431688543	0.154297222	1.676527849	0	1.676527849	10.86557377	10.86557377
2008	P	4	46	5	1.467870517	0.180799263	2.008094662	0	2.008094662	11.10676356	11.10676356
2008	P	4	46	15	1.575728672	0.143846631	1.570983246	0	1.570983246	10.92123769	10.92123769
2008	P	4	46	30	1.596098341	0.140999835	1.702524922	0	1.702524922	12.07465901	12.07465901
2008	P	4	46	5	1.306042789	0.156314803	1.629793879	0	1.629793879	10.42635659	10.42635659
2008	P	4	46	15	1.621163276	0.138866336	1.419903245	0	1.419903245	10.22496372	10.22496372
2008	P	4	46	30	1.689308518	0.128366038	1.252449811	0	1.252449811	9.756862745	9.756862745
