"year" "block" "plot" "trt" "depth" "point" "mass"
"2012" "1" "12" "CC" "15" "10" 0.2829566855
"2012" "1" "12" "CC" "30" "22.5" 0.2929613935
"2012" "1" "12" "CC" "60" "45" 0.563794727
"2012" "1" "12" "CC" "100" "80" 0.4016007535
"2012" "1" "13" "P" "5" "2.5" 4.31579566875
"2012" "1" "13" "P" "15" "10" 2.74270244825
"2012" "1" "13" "P" "30" "22.5" 1.9233757065
"2012" "1" "13" "P" "60" "45" 1.48340395475
"2012" "1" "13" "P" "100" "80" 0.91537194
"2012" "1" "14" "CCW" "5" "2.5" 0.2624764595
"2012" "1" "14" "CCW" "15" "10" 0.6511299435
"2012" "1" "14" "CCW" "30" "22.5" 0.3279190205
"2012" "1" "14" "CCW" "60" "45" 0.4885828625
"2012" "1" "14" "CCW" "100" "80" 0.571916196
"2012" "1" "15" "PF" "5" "2.5" 3.57980225975
"2012" "1" "15" "PF" "15" "10" 1.6713747645
"2012" "1" "15" "PF" "30" "22.5" 0.91066384175
"2012" "1" "15" "PF" "60" "45" 0.706685499
"2012" "1" "15" "PF" "100" "80" 0.67596516025
"2012" "1" "16" "C2" "5" "2.5" 0.0952212805
"2012" "1" "16" "C2" "15" "10" 0.22999058375
"2012" "1" "16" "C2" "30" "22.5" 0.20833333325
"2012" "1" "16" "C2" "60" "45" 0.22798964225
"2012" "1" "16" "C2" "100" "80" 0.286016949
"2012" "2" "21" "CC" "5" "2.5" 0.197740113
"2012" "2" "21" "CC" "15" "10" 0.26718455725
"2012" "2" "21" "CC" "30" "22.5" 0.14924670425
"2012" "2" "21" "CC" "60" "45" 0.39124293825
"2012" "2" "21" "CC" "100" "80" 0.4578625235
"2012" "2" "22" "C2" "5" "2.5" 0.203272128
"2012" "2" "22" "C2" "15" "10" 0.20397834275
"2012" "2" "22" "C2" "30" "22.5" 0.20833333325
"2012" "2" "22" "C2" "60" "45" 0.23469868175
"2012" "2" "22" "C2" "100" "80" 0.27212806025
"2012" "2" "23" "PF" "5" "2.5" 1.8196798495
"2012" "2" "23" "PF" "15" "10" 1.52636534825
"2012" "2" "23" "PF" "30" "22.5" 0.6869114875
"2012" "2" "23" "PF" "60" "45" 1.04107815425
"2012" "2" "23" "PF" "100" "80" 0.79131355925
"2012" "2" "24" "P" "5" "2.5" 5.98705273075
"2012" "2" "24" "P" "15" "10" 3.3275659135
"2012" "2" "24" "P" "30" "22.5" 1.36911487775
"2012" "2" "24" "P" "60" "45" 1.573210923
"2012" "2" "24" "P" "100" "80" 0.7803672315
"2012" "2" "25" "CCW" "5" "2.5" 0.16148775875
"2012" "2" "25" "CCW" "15" "10" 0.32556497175
"2012" "2" "25" "CCW" "30" "22.5" 0.359816384
"2012" "2" "25" "CCW" "60" "45" 0.39194915225
"2012" "2" "25" "CCW" "100" "80" 0.27306967975
"2012" "2" "26" "S2" "5" "2.5" 0.0387241055
"2012" "2" "26" "S2" "15" "10" 0.104519774
"2012" "2" "26" "S2" "30" "22.5" 0.056497175
"2012" "2" "26" "S2" "60" "45" 0.146304143
"2012" "2" "26" "S2" "100" "80" 0.1075800375
"2012" "3" "31" "P" "5" "2.5" 5.10487288125
"2012" "3" "31" "P" "15" "10" 2.23505178925
"2012" "3" "31" "P" "30" "22.5" 0.984227872
"2012" "3" "31" "P" "60" "45" 1.0973399245
"2012" "3" "31" "P" "100" "80" 0.80390772125
"2012" "3" "32" "PF" "5" "2.5" 3.048022599
"2012" "3" "32" "PF" "15" "10" 1.4736346515
"2012" "3" "32" "PF" "30" "22.5" 0.89983521675
"2012" "3" "32" "PF" "60" "45" 1.02401129925
"2012" "3" "32" "PF" "100" "80" 0.930437853
"2012" "3" "33" "S2" "5" "2.5" 0.056967985
"2012" "3" "33" "S2" "15" "10" 0.092396422
"2012" "3" "33" "S2" "30" "22.5" 0.07191619575
"2012" "3" "33" "S2" "60" "45" 0.16066384175
"2012" "3" "33" "S2" "100" "80" 0.2737758945
"2012" "3" "34" "C2" "5" "2.5" 0.08451035775
"2012" "3" "34" "C2" "15" "10" 0.12735404925
"2012" "3" "34" "C2" "30" "22.5" 0.134769303
"2012" "3" "34" "C2" "60" "45" 0.214571563
"2012" "3" "34" "C2" "100" "80" 0.21563088525
"2012" "3" "35" "CC" "5" "2.5" 0.066384181
"2012" "3" "35" "CC" "15" "10" 0.1304143125
"2012" "3" "35" "CC" "30" "22.5" 0.219750471
"2012" "3" "35" "CC" "60" "45" 0.4090160075
"2012" "3" "35" "CC" "100" "80" 0.3147363465
"2012" "3" "36" "CCW" "5" "2.5" 0.27919020725
"2012" "3" "36" "CCW" "15" "10" 0.71068738275
"2012" "3" "36" "CCW" "30" "22.5" 0.38241525425
"2012" "3" "36" "CCW" "60" "45" 0.54555084725
"2012" "3" "36" "CCW" "100" "80" 0.4851694915
"2012" "4" "41" "PF" "5" "2.5" 1.76541902075
"2012" "4" "41" "PF" "15" "10" 1.815442561
"2012" "4" "41" "PF" "30" "22.5" 1.044020716
"2012" "4" "41" "PF" "60" "45" 0.81650188325
"2012" "4" "41" "PF" "100" "80" 0.79260828625
"2012" "4" "42" "CCW" "5" "2.5" 0.41337099825
"2012" "4" "42" "CCW" "15" "10" 0.54272598875
"2012" "4" "42" "CCW" "30" "22.5" 0.26906779675
"2012" "4" "42" "CCW" "60" "45" 0.38300376625
"2012" "4" "42" "CCW" "100" "80" 0.298611111
"2012" "4" "43" "CC" "5" "2.5" 0.245056497
"2012" "4" "43" "CC" "15" "10" 0.20256591325
"2012" "4" "43" "CC" "30" "22.5" 0.22587099825
"2012" "4" "43" "CC" "60" "45" 0.328272128
"2012" "4" "43" "CC" "100" "80" 0.41784369125
"2012" "4" "44" "S2" "5" "2.5" 0.1206450095
"2012" "4" "44" "S2" "15" "10" 0.09039548025
"2012" "4" "44" "S2" "30" "22.5" 0.0928672315
"2012" "4" "44" "S2" "60" "45" 0.12970809775
"2012" "4" "44" "S2" "100" "80" 0.145715631
"2012" "4" "45" "C2" "5" "2.5" 0.07532956675
"2012" "4" "45" "C2" "15" "10" 0.14724576275
"2012" "4" "45" "C2" "30" "22.5" 0.1114642185
"2012" "4" "45" "C2" "60" "45" 0.28166195875
"2012" "4" "45" "C2" "100" "80" 0.1684322035
"2012" "4" "46" "P" "5" "2.5" 3.58533427475
"2012" "4" "46" "P" "15" "10" 2.65218926575
"2012" "4" "46" "P" "30" "22.5" 1.19020715625
"2012" "4" "46" "P" "60" "45" 1.16089924675
"2012" "4" "46" "P" "100" "80" 0.95809792825
"2013" "1" "11" "C2" "5" "2.5" 0.03813559325
"2013" "1" "11" "C2" "15" "10" 0.081920904
"2013" "1" "11" "C2" "30" "22.5" 0.169138418
"2013" "1" "11" "C2" "60" "45" 0.30861581925
"2013" "1" "11" "C2" "100" "80" 0.3688794725
"2013" "1" "12" "CC" "5" "2.5" 0.0770951035
"2013" "1" "12" "CC" "15" "10" 0.2595338985
"2013" "1" "12" "CC" "30" "22.5" 0.33368644075
"2013" "1" "12" "CC" "60" "45" 0.4804613935
"2013" "1" "12" "CC" "100" "80" 0.28531073475
"2013" "1" "13" "P" "5" "2.5" 2.6936205275
"2013" "1" "13" "P" "15" "10" 2.66984463275
"2013" "1" "13" "P" "30" "22.5" 1.579566855
"2013" "1" "13" "P" "60" "45" 1.719750471
"2013" "1" "13" "P" "100" "80" 1.04072504725
"2013" "1" "14" "CCW" "5" "2.5" 0.08556967975
"2013" "1" "14" "CCW" "15" "10" 0.24717514125
"2013" "1" "14" "CCW" "30" "22.5" 0.325682674
"2013" "1" "14" "CCW" "60" "45" 0.498940678
"2013" "1" "14" "CCW" "100" "80" 0.3924199625
"2013" "1" "15" "PF" "5" "2.5" 1.36534839925
"2013" "1" "15" "PF" "15" "10" 1.2309322035
"2013" "1" "15" "PF" "30" "22.5" 0.8714689265
"2013" "1" "15" "PF" "60" "45" 0.81814971725
"2013" "1" "15" "PF" "100" "80" 1.11770244825
"2013" "1" "16" "S2" "5" "2.5" 0.09086629
"2013" "1" "16" "S2" "15" "10" 0.215630885
"2013" "1" "16" "S2" "30" "22.5" 0.1167608285
"2013" "1" "16" "S2" "60" "45" 0.25435499075
"2013" "1" "16" "S2" "100" "80" 0.29908192125
"2013" "2" "21" "CC" "5" "2.5" 0.2236346515
"2013" "2" "21" "CC" "15" "10" 0.30979284375
"2013" "2" "21" "CC" "30" "22.5" 0.3150894535
"2013" "2" "21" "CC" "60" "45" 0.51340630875
"2013" "2" "21" "CC" "100" "80" 0.393126177
"2013" "2" "22" "S2" "5" "2.5" 0.217161017
"2013" "2" "22" "S2" "15" "10" 0.2507062145
"2013" "2" "22" "S2" "30" "22.5" 0.186676083
"2013" "2" "22" "S2" "60" "45" 0.23987758925
"2013" "2" "22" "S2" "100" "80" 0.4525659135
"2013" "2" "23" "PF" "5" "2.5" 0.94915254225
"2013" "2" "23" "PF" "15" "10" 1.573328625
"2013" "2" "23" "PF" "30" "22.5" 1.27742467025
"2013" "2" "23" "PF" "60" "45" 1.08968926525
"2013" "2" "23" "PF" "100" "80" 0.48481638425
"2013" "2" "24" "P" "5" "2.5" 2.9770480225
"2013" "2" "24" "P" "15" "10" 2.463512241
"2013" "2" "24" "P" "30" "22.5" 1.80284839925
"2013" "2" "24" "P" "60" "45" 1.0468455745
"2013" "2" "24" "P" "100" "80" 0.8179143125
"2013" "2" "25" "CCW" "5" "2.5" 0.2869585685
"2013" "2" "25" "CCW" "15" "10" 0.4286723165
"2013" "2" "25" "CCW" "30" "22.5" 0.47045668575
"2013" "2" "25" "CCW" "60" "45" 0.80143597
"2013" "2" "25" "CCW" "100" "80" 0.86923257975
"2013" "2" "26" "C2" "5" "2.5" 0.166784369
"2013" "2" "26" "C2" "15" "10" 0.2616525425
"2013" "2" "26" "C2" "30" "22.5" 0.222693032
"2013" "2" "26" "C2" "60" "45" 0.25517890775
"2013" "2" "26" "C2" "100" "80" 0.412311676
"2013" "3" "31" "P" "5" "2.5" 2.32815442575
"2013" "3" "31" "P" "15" "10" 2.54378531075
"2013" "3" "31" "P" "30" "22.5" 1.2146892655
"2013" "3" "31" "P" "60" "45" 1.048611111
"2013" "3" "31" "P" "100" "80" 0.7488229755
"2013" "3" "32" "PF" "5" "2.5" 1.0625
"2013" "3" "32" "PF" "15" "10" 1.745527307
"2013" "3" "32" "PF" "30" "22.5" 1.4988229755
"2013" "3" "32" "PF" "60" "45" 1.01129943525
"2013" "3" "32" "PF" "100" "80" 0.85922787225
"2013" "3" "33" "C2" "5" "2.5" 0.080861582
"2013" "3" "33" "C2" "15" "10" 0.22198681725
"2013" "3" "33" "C2" "30" "22.5" 0.28919491525
"2013" "3" "33" "C2" "60" "45" 0.37923728825
"2013" "3" "33" "C2" "100" "80" 0.4915254235
"2013" "3" "34" "S2" "5" "2.5" 0.0941619585
"2013" "3" "34" "S2" "15" "10" 0.13394538625
"2013" "3" "34" "S2" "30" "22.5" 0.11758474575
"2013" "3" "34" "S2" "60" "45" 0.124293785
"2013" "3" "34" "S2" "100" "80" 0.26235875725
"2013" "3" "35" "CC" "5" "2.5" 0.1902071565
"2013" "3" "35" "CC" "15" "10" 0.44797551775
"2013" "3" "35" "CC" "30" "22.5" 0.32921374775
"2013" "3" "35" "CC" "60" "45" 0.46916195875
"2013" "3" "35" "CC" "100" "80" 0.444326742
"2013" "3" "36" "CCW" "5" "2.5" 0.21916195875
"2013" "3" "36" "CCW" "15" "10" 0.69479755175
"2013" "3" "36" "CCW" "30" "22.5" 0.4890536725
"2013" "3" "36" "CCW" "60" "45" 0.58121468925
"2013" "3" "36" "CCW" "100" "80" 0.2379119585
"2013" "4" "41" "PF" "5" "2.5" 1.0054143125
"2013" "4" "41" "PF" "15" "10" 1.0673258005
"2013" "4" "41" "PF" "30" "22.5" 0.661252354
"2013" "4" "41" "PF" "60" "45" 0.76741996225
"2013" "4" "41" "PF" "100" "80" 0.6104048965
"2013" "4" "42" "CCW" "5" "2.5" 0.11299435025
"2013" "4" "42" "CCW" "15" "10" 0.33133239175
"2013" "4" "42" "CCW" "30" "22.5" 0.32226930325
"2013" "4" "42" "CCW" "60" "45" 0.5710922785
"2013" "4" "42" "CCW" "100" "80" 0.6907956685
"2013" "4" "43" "CC" "5" "2.5" 0.1208804145
"2013" "4" "43" "CC" "15" "10" 0.30555555575
"2013" "4" "43" "CC" "30" "22.5" 0.310616761
"2013" "4" "43" "CC" "60" "45" 0.65266007525
"2013" "4" "43" "CC" "100" "80" 0.668903013
"2013" "4" "44" "C2" "5" "2.5" 0.069562147
"2013" "4" "44" "C2" "15" "10" 0.24376177025
"2013" "4" "44" "C2" "30" "22.5" 0.27507062175
"2013" "4" "44" "C2" "60" "45" 0.35475517875
"2013" "4" "44" "C2" "100" "80" 0.4397363465
"2013" "4" "45" "S2" "5" "2.5" 0.11440677975
"2013" "4" "45" "S2" "15" "10" 0.294373823
"2013" "4" "45" "S2" "30" "22.5" 0.14512711875
"2013" "4" "45" "S2" "60" "45" 0.209039548
"2013" "4" "45" "S2" "100" "80" 0.18596986825
"2013" "4" "46" "P" "5" "2.5" 4.148148148
"2013" "4" "46" "P" "15" "10" 2.0095338985
"2013" "4" "46" "P" "30" "22.5" 0.97316384175
"2013" "4" "46" "P" "60" "45" 2.084039548
"2013" "4" "46" "P" "100" "80" 1.25553201525
